Date;Produit;Region;Ventes;Prix Unitaire;Cost Unit;Promo;Stock;Marketing Budget;Customer Satisfaction;Weather;Holiday;Revenue
2023-04-10;Produit_A;Rabat;263;71.1;22.53;1;552;3057;4.9;Sunny;Yes;18699.81
2023-04-11;Produit_B;Tanger;292;59.79;8.06;0;629;2749;1.7;Cloudy;No;17458.36
2023-04-12;Produit_C;Rabat;55;53.49;7.11;0;771;4640;4.4;Sunny;No;2942.07
2023-04-13;Produit_D;Tanger;241;35.6;39.24;1;624;2687;4.2;Cloudy;No;8580.39
2023-04-14;Produit_E;Rabat;259;70.92;9.6;0;330;2267;4.2;Sunny;No;18367.88
2023-04-15;Produit_A;Tanger;73;42.33;27.08;0;555;3565;1.1;Cloudy;Yes;3090.44
2023-04-16;Produit_B;Rabat;50;75.39;43.6;1;187;2182;2.2;Sunny;No;3769.69
2023-04-17;Produit_C;Tanger;65;80.43;25.79;1;860;1709;3.1;Cloudy;No;5227.91
2023-04-18;Produit_D;Rabat;103;68.16;18.59;1;107;1994;3.8;Sunny;No;7020.42
2023-04-19;Produit_E;Tanger;242;41.82;48.76;0;724;1216;4.9;Cloudy;No;10120.32
2023-04-20;Produit_A;Rabat;300;24.4;20.03;1;931;1241;1.8;Sunny;Yes;7320.41
2023-04-21;Produit_B;Tanger;129;91.51;43.93;0;122;4897;3.5;Cloudy;No;11804.64
2023-04-22;Produit_C;Rabat;205;67.5;49.21;1;171;3037;1.8;Sunny;No;13837.77
2023-04-23;Produit_D;Tanger;133;25.95;15.11;0;392;4920;4.3;Cloudy;No;3451.71
2023-04-24;Produit_E;Rabat;52;91.71;5.71;1;302;2682;1.4;Sunny;No;4768.88
2023-04-25;Produit_A;Tanger;57;36.67;14.88;0;246;1116;3.1;Cloudy;Yes;2090.04
2023-04-26;Produit_B;Rabat;224;52.08;33.82;0;755;4396;2.5;Sunny;No;11665.51
2023-04-27;Produit_C;Tanger;147;54.79;46.33;0;680;4308;4.0;Cloudy;No;8053.77
2023-04-28;Produit_D;Rabat;58;13.58;24.49;0;160;1532;2.0;Sunny;No;787.36
2023-04-29;Produit_E;Tanger;258;88.11;49.18;0;866;1479;3.8;Cloudy;No;22732.1
2023-04-30;Produit_A;Rabat;277;78.94;20.6;0;642;3236;4.7;Sunny;Yes;21867.47
2023-05-01;Produit_B;Tanger;255;71.59;21.59;0;270;3059;3.2;Cloudy;No;18256.14
2023-05-02;Produit_C;Rabat;171;78.02;12.89;1;689;2229;1.7;Sunny;No;13341.8
2023-05-03;Produit_D;Tanger;263;69.2;47.67;1;221;3217;4.6;Cloudy;No;18199.68
2023-05-04;Produit_E;Rabat;211;37.87;25.8;0;717;4633;2.9;Sunny;No;7991.4
2023-05-05;Produit_A;Tanger;85;78.58;23.29;1;283;4327;4.0;Cloudy;Yes;6679.01
2023-05-06;Produit_B;Rabat;185;13.27;25.26;0;347;2919;3.3;Sunny;No;2454.25
2023-05-07;Produit_C;Tanger;171;34.59;12.91;1;263;1587;2.1;Cloudy;No;5914.8
2023-05-08;Produit_D;Rabat;249;86.43;14.43;1;583;3932;3.8;Sunny;No;21520.02
2023-05-09;Produit_E;Tanger;260;82.98;36.65;0;981;2820;4.0;Cloudy;No;21574.2
2023-05-10;Produit_A;Rabat;159;93.89;24.69;0;711;2707;1.7;Sunny;Yes;14927.76
2023-05-11;Produit_B;Tanger;144;64.68;26.93;1;290;4859;1.2;Cloudy;No;9313.38
2023-05-12;Produit_C;Rabat;183;54.51;13.71;1;150;3378;2.5;Sunny;No;9974.53
2023-05-13;Produit_D;Tanger;183;64.0;23.94;0;964;3457;5.0;Cloudy;No;11712.65
2023-05-14;Produit_E;Rabat;156;76.08;18.35;1;621;1092;2.9;Sunny;No;11867.84
2023-05-15;Produit_A;Tanger;84;16.09;30.59;1;386;3877;3.6;Cloudy;Yes;1351.26
2023-05-16;Produit_B;Rabat;83;76.52;23.48;1;706;1016;2.9;Sunny;No;6351.17
2023-05-17;Produit_C;Tanger;210;43.66;16.43;0;512;4184;2.6;Cloudy;No;9168.94
2023-05-18;Produit_D;Rabat;135;24.24;16.03;1;373;4708;1.1;Sunny;No;3272.56
2023-05-19;Produit_E;Tanger;63;17.93;19.08;0;708;4845;2.3;Cloudy;No;1129.35
2023-05-20;Produit_A;Rabat;75;98.47;37.46;1;254;1710;3.6;Sunny;Yes;7384.93
2023-05-21;Produit_B;Tanger;236;27.02;32.17;0;879;4300;1.6;Cloudy;No;6377.76
2023-05-22;Produit_C;Rabat;165;95.58;27.57;0;300;3497;4.1;Sunny;No;15770.95
2023-05-23;Produit_D;Tanger;228;88.59;36.04;1;203;4098;2.0;Cloudy;No;20197.79
2023-05-24;Produit_E;Rabat;115;22.11;28.64;0;276;3813;3.7;Sunny;No;2542.76
2023-05-25;Produit_A;Tanger;220;94.96;46.7;1;748;4946;3.2;Cloudy;Yes;20891.5
2023-05-26;Produit_B;Rabat;254;21.83;18.19;1;493;1550;2.6;Sunny;No;5544.27
2023-05-27;Produit_C;Tanger;94;44.98;36.54;1;103;4461;1.4;Cloudy;No;4228.24
2023-05-28;Produit_D;Rabat;58;61.67;21.12;1;431;2573;3.3;Sunny;No;3576.77
2023-05-29;Produit_E;Tanger;225;96.53;40.08;0;479;4738;2.3;Cloudy;No;21718.65
2023-05-30;Produit_A;Rabat;264;38.03;40.28;1;219;3450;3.4;Sunny;Yes;10041.11
2023-05-31;Produit_B;Tanger;51;44.18;18.54;1;722;4021;4.1;Cloudy;No;2253.01
2023-06-01;Produit_B;Tanger;158;34.08;8.95;0;540;1194;4.8;Cloudy;No;5384.17
2023-06-02;Produit_C;Rabat;262;33.54;46.9;1;126;2856;4.5;Sunny;No;8786.35
2023-06-03;Produit_D;Tanger;232;65.85;6.54;1;251;2616;2.0;Cloudy;No;15276.57
2023-06-04;Produit_E;Rabat;299;89.73;48.36;1;238;1541;2.4;Sunny;No;26830.09
2023-06-05;Produit_A;Tanger;274;72.6;18.89;1;492;2225;3.7;Cloudy;Yes;19891.55
2023-06-06;Produit_B;Rabat;147;80.04;43.25;0;423;2189;3.5;Sunny;No;11766.22
2023-06-07;Produit_C;Tanger;132;59.73;41.69;1;219;3804;3.3;Cloudy;No;7884.55
2023-06-08;Produit_D;Rabat;146;70.5;13.97;0;576;2288;1.5;Sunny;No;10293.01
2023-06-09;Produit_E;Tanger;152;90.92;9.38;0;924;1684;4.5;Cloudy;No;13819.19
2023-06-10;Produit_A;Rabat;73;15.11;43.26;1;979;4151;3.2;Sunny;Yes;1102.88
2023-06-11;Produit_B;Tanger;71;80.32;34.08;0;279;1522;3.4;Cloudy;No;5702.94
2023-06-12;Produit_C;Rabat;154;81.5;40.67;1;563;4234;1.4;Sunny;No;12551.59
2023-06-13;Produit_D;Tanger;137;98.96;24.29;1;611;4057;4.2;Cloudy;No;13557.17
2023-06-14;Produit_E;Rabat;186;20.96;16.01;1;848;1064;2.8;Sunny;No;3899.14
2023-06-15;Produit_A;Tanger;284;44.14;14.02;0;933;2761;3.9;Cloudy;Yes;12535.25
2023-06-16;Produit_B;Rabat;197;36.22;24.77;1;518;1759;1.3;Sunny;No;7135.96
2023-06-17;Produit_C;Tanger;141;95.95;39.12;0;993;3254;3.1;Cloudy;No;13528.96
2023-06-18;Produit_D;Rabat;172;53.84;49.43;1;785;4197;2.3;Sunny;No;9260.03
2023-06-19;Produit_E;Tanger;77;50.86;25.33;1;328;2299;1.6;Cloudy;No;3916.13
2023-06-20;Produit_A;Rabat;249;48.43;20.56;0;198;3747;2.3;Sunny;Yes;12058.34
2023-06-21;Produit_B;Tanger;148;57.32;27.8;0;634;1777;1.4;Cloudy;No;8483.37
2023-06-22;Produit_C;Rabat;116;62.67;48.33;0;460;3828;3.2;Sunny;No;7269.3
2023-06-23;Produit_D;Tanger;197;82.24;11.02;1;678;4742;3.3;Cloudy;No;16201.45
2023-06-24;Produit_E;Rabat;292;69.5;10.26;0;287;4817;3.4;Sunny;No;20293.16
2023-06-25;Produit_A;Tanger;211;43.33;49.79;1;393;2282;4.4;Cloudy;Yes;9141.65
2023-06-26;Produit_B;Rabat;142;59.23;15.86;1;657;3743;3.8;Sunny;No;8410.19
2023-06-27;Produit_C;Tanger;109;72.69;24.56;0;219;2450;3.5;Cloudy;No;7923.68
2023-06-28;Produit_D;Rabat;106;42.36;23.33;0;186;4491;1.4;Sunny;No;4489.9
2023-06-29;Produit_E;Tanger;61;33.13;40.43;0;273;3811;4.0;Cloudy;No;2020.88
2023-06-30;Produit_A;Rabat;169;56.8;9.86;1;232;4723;1.6;Sunny;Yes;9599.04
2023-07-01;Produit_B;Tanger;231;91.04;41.46;1;326;3979;2.2;Cloudy;No;21030.05
2023-07-02;Produit_C;Rabat;262;73.84;10.6;0;282;1589;1.4;Sunny;No;19345.66
2023-07-03;Produit_D;Tanger;66;39.82;20.64;0;724;3453;1.8;Cloudy;No;2628.25
2023-07-04;Produit_E;Rabat;265;16.73;43.83;1;476;2022;1.1;Sunny;No;4432.78
2023-07-05;Produit_A;Tanger;103;47.47;34.4;1;759;4628;4.8;Cloudy;Yes;4889.51
2023-07-06;Produit_B;Rabat;267;89.74;17.51;0;847;4824;3.5;Sunny;No;23961.47
2023-07-07;Produit_C;Tanger;212;67.15;36.6;0;399;3206;3.3;Cloudy;No;14236.84
2023-07-08;Produit_D;Rabat;50;59.24;7.29;1;301;4340;4.5;Sunny;No;2962.03
2023-07-09;Produit_E;Tanger;234;66.46;38.11;1;242;3019;4.3;Cloudy;No;15550.96
2023-07-10;Produit_A;Rabat;268;90.2;29.05;1;382;2204;2.4;Sunny;Yes;24174.78
2023-07-11;Produit_B;Tanger;68;98.36;10.85;1;563;1337;3.6;Cloudy;No;6688.28
2023-07-12;Produit_C;Rabat;203;52.22;48.04;1;711;3704;1.6;Sunny;No;10600.06
2023-07-13;Produit_D;Tanger;68;56.62;39.13;1;747;3635;1.0;Cloudy;No;3850.16
2023-07-14;Produit_E;Rabat;52;95.8;46.54;1;888;2204;3.4;Sunny;No;4981.37
2023-07-15;Produit_A;Tanger;220;79.01;39.63;0;154;4525;3.1;Cloudy;Yes;17381.26
2023-07-16;Produit_B;Rabat;224;53.77;8.67;1;490;4284;3.6;Sunny;No;12045.04
2023-07-17;Produit_C;Tanger;109;97.19;43.17;0;393;3868;4.9;Cloudy;No;10594.03
2023-07-18;Produit_D;Rabat;136;57.97;12.14;1;171;2010;2.0;Sunny;No;7883.37
2023-07-19;Produit_E;Tanger;199;59.72;40.66;1;768;3793;1.1;Cloudy;No;11885.2
2023-07-20;Produit_A;Rabat;188;62.88;32.98;1;778;3376;2.2;Sunny;Yes;11822.12
2023-07-21;Produit_B;Tanger;174;26.21;8.86;0;853;1684;3.5;Cloudy;No;4560.57
2023-07-22;Produit_C;Rabat;128;45.14;48.72;0;909;2480;2.4;Sunny;No;5778.3
2023-07-23;Produit_D;Tanger;260;42.92;12.0;0;709;1517;1.6;Cloudy;No;11158.21
2023-07-24;Produit_E;Rabat;243;80.39;8.47;0;164;2492;2.4;Sunny;No;19535.97
2023-07-25;Produit_A;Tanger;176;67.22;32.96;0;437;3467;1.7;Cloudy;Yes;11831.58
2023-07-26;Produit_B;Rabat;229;98.75;6.61;1;303;3004;2.5;Sunny;No;22614.72
2023-07-27;Produit_C;Tanger;273;50.27;22.29;1;899;4935;3.2;Cloudy;No;13723.48
2023-07-28;Produit_D;Rabat;296;14.79;20.91;0;880;3204;2.0;Sunny;No;4376.6
2023-07-29;Produit_E;Tanger;152;45.16;23.92;0;420;2002;3.5;Cloudy;No;6863.84
2023-07-30;Produit_A;Rabat;265;18.87;47.03;1;104;3632;2.5;Sunny;Yes;4999.59
2023-07-31;Produit_B;Tanger;246;64.94;17.08;0;397;2238;2.6;Cloudy;No;15974.88
2023-08-01;Produit_B;Tanger;225;32.9;23.59;1;737;4058;1.4;Cloudy;No;7401.82
2023-08-02;Produit_C;Rabat;96;97.75;7.47;0;711;1404;2.2;Sunny;No;9384.15
2023-08-03;Produit_D;Tanger;65;78.56;44.59;1;124;4963;1.1;Cloudy;No;5106.23
2023-08-04;Produit_E;Rabat;209;92.31;35.86;0;109;4740;1.7;Sunny;No;19292.91
2023-08-05;Produit_A;Tanger;292;84.34;48.47;1;731;3634;1.9;Cloudy;Yes;24626.34
2023-08-06;Produit_B;Rabat;280;78.22;27.57;1;734;3855;2.8;Sunny;No;21902.42
2023-08-07;Produit_C;Tanger;232;43.7;18.86;1;755;2162;4.9;Cloudy;No;10138.06
2023-08-08;Produit_D;Rabat;81;76.12;12.81;0;111;1963;3.1;Sunny;No;6166.05
2023-08-09;Produit_E;Tanger;108;61.92;38.07;0;973;4648;1.0;Cloudy;No;6687.62
2023-08-10;Produit_A;Rabat;120;82.94;18.78;0;361;1085;4.9;Sunny;Yes;9953.37
2023-08-11;Produit_B;Tanger;173;69.44;25.56;0;773;3797;4.9;Cloudy;No;12013.93
2023-08-12;Produit_C;Rabat;122;71.56;46.97;1;558;2532;4.1;Sunny;No;8730.42
2023-08-13;Produit_D;Tanger;130;32.66;37.04;0;280;4962;1.1;Cloudy;No;4245.5
2023-08-14;Produit_E;Rabat;69;35.25;5.66;1;683;1018;4.4;Sunny;No;2432.48
2023-08-15;Produit_A;Tanger;170;79.79;35.04;1;207;2622;3.2;Cloudy;Yes;13564.76
2023-08-16;Produit_B;Rabat;162;71.84;9.12;1;377;1977;1.8;Sunny;No;11637.86
2023-08-17;Produit_C;Tanger;142;43.16;32.28;0;685;2117;4.1;Cloudy;No;6129.31
2023-08-18;Produit_D;Rabat;279;20.09;39.45;0;492;4355;2.4;Sunny;No;5604.87
2023-08-19;Produit_E;Tanger;224;94.89;6.6;0;399;4150;3.1;Cloudy;No;21254.81
2023-08-20;Produit_A;Rabat;89;42.77;19.23;1;146;1314;2.7;Sunny;Yes;3806.38
2023-08-21;Produit_B;Tanger;141;80.63;9.54;0;614;1102;2.4;Cloudy;No;11369.36
2023-08-22;Produit_C;Rabat;193;24.97;7.47;0;410;2033;2.6;Sunny;No;4818.84
2023-08-23;Produit_D;Tanger;116;69.32;44.67;1;203;2657;4.0;Cloudy;No;8040.73
2023-08-24;Produit_E;Rabat;74;94.28;37.94;1;849;4616;1.7;Sunny;No;6976.99
2023-08-25;Produit_A;Tanger;252;66.32;14.71;1;864;1871;5.0;Cloudy;Yes;16712.66
2023-08-26;Produit_B;Rabat;241;49.77;35.06;1;359;2932;1.6;Sunny;No;11995.68
2023-08-27;Produit_C;Tanger;70;11.2;43.84;0;238;1695;4.1;Cloudy;No;783.83
2023-08-28;Produit_D;Rabat;207;33.97;22.37;1;991;1366;3.0;Sunny;No;7032.24
2023-08-29;Produit_E;Tanger;83;85.87;44.32;1;980;1254;4.5;Cloudy;No;7127.55
2023-08-30;Produit_A;Rabat;293;14.96;12.23;0;366;4276;2.2;Sunny;Yes;4384.35
2023-08-31;Produit_B;Tanger;174;38.13;9.51;1;464;3788;2.3;Cloudy;No;6635.04
2023-09-01;Produit_B;Tanger;99;44.64;35.19;0;356;3506;4.2;Cloudy;No;4419.01
2023-09-02;Produit_C;Rabat;72;55.66;9.72;0;119;2798;2.8;Sunny;No;4007.61
2023-09-03;Produit_D;Tanger;285;88.17;13.21;1;484;2141;3.5;Cloudy;No;25127.92
2023-09-04;Produit_E;Rabat;77;91.4;29.39;0;218;3903;4.5;Sunny;No;7037.94
2023-09-05;Produit_A;Tanger;141;20.81;21.36;1;850;4976;4.7;Cloudy;Yes;2934.19
2023-09-06;Produit_B;Rabat;171;76.89;47.21;1;714;4650;2.3;Sunny;No;13147.38
2023-09-07;Produit_C;Tanger;223;10.65;31.88;1;397;1114;3.6;Cloudy;No;2375.04
2023-09-08;Produit_D;Rabat;288;81.04;34.06;1;452;1073;2.5;Sunny;No;23339.17
2023-09-09;Produit_E;Tanger;150;57.23;5.4;1;124;4225;4.3;Cloudy;No;8584.58
2023-09-10;Produit_A;Rabat;230;57.6;24.11;0;518;2444;2.1;Sunny;Yes;13248.24
2023-09-11;Produit_B;Tanger;69;48.5;29.55;0;240;4514;2.1;Cloudy;No;3346.22
2023-09-12;Produit_C;Rabat;51;54.44;15.82;1;393;3447;2.5;Sunny;No;2776.5
2023-09-13;Produit_D;Tanger;193;99.49;44.08;0;814;4535;2.4;Cloudy;No;19202.27
2023-09-14;Produit_E;Rabat;194;54.81;29.01;0;369;3031;2.6;Sunny;No;10632.42
2023-09-15;Produit_A;Tanger;213;26.01;21.5;0;104;4518;3.8;Cloudy;Yes;5539.36
2023-09-16;Produit_B;Rabat;226;90.26;23.22;1;978;4994;3.2;Sunny;No;20399.87
2023-09-17;Produit_C;Tanger;149;56.54;46.63;1;825;2164;2.5;Cloudy;No;8424.2
2023-09-18;Produit_D;Rabat;205;78.86;49.25;1;237;4509;3.8;Sunny;No;16166.85
2023-09-19;Produit_E;Tanger;177;86.48;47.73;1;336;2773;1.4;Cloudy;No;15306.81
2023-09-20;Produit_A;Rabat;193;12.54;29.73;1;335;1350;3.3;Sunny;Yes;2419.65
2023-09-21;Produit_B;Tanger;232;97.82;45.14;1;498;4478;2.3;Cloudy;No;22693.99
2023-09-22;Produit_C;Rabat;185;12.74;18.58;0;367;2464;4.2;Sunny;No;2356.64
2023-09-23;Produit_D;Tanger;134;87.58;49.42;0;283;3880;1.7;Cloudy;No;11736.38
2023-09-24;Produit_E;Rabat;76;44.13;47.38;1;608;4755;3.3;Sunny;No;3353.61
2023-09-25;Produit_A;Tanger;166;21.51;41.67;0;975;4769;2.5;Cloudy;Yes;3570.53
2023-09-26;Produit_B;Rabat;211;36.88;8.2;0;967;4867;2.6;Sunny;No;7782.35
2023-09-27;Produit_C;Tanger;243;60.93;12.89;1;528;1749;2.4;Cloudy;No;14805.37
2023-09-28;Produit_D;Rabat;243;86.16;24.86;1;179;2929;4.2;Sunny;No;20936.75
2023-09-29;Produit_E;Tanger;188;80.24;21.21;1;489;3193;1.7;Cloudy;No;15085.23
2023-09-30;Produit_A;Rabat;299;40.44;48.73;0;369;1699;4.1;Sunny;Yes;12090.25
2023-10-01;Produit_B;Tanger;276;20.15;43.95;0;854;1136;3.9;Cloudy;No;5561.67
2023-10-02;Produit_C;Rabat;141;89.34;16.45;1;711;2275;3.5;Sunny;No;12597.4
2023-10-03;Produit_D;Tanger;238;53.34;20.67;1;319;2365;3.6;Cloudy;No;12695.15
2023-10-04;Produit_E;Rabat;166;43.89;47.27;1;167;3759;1.8;Sunny;No;7285.09
2023-10-05;Produit_A;Tanger;212;77.92;38.87;0;297;1248;4.7;Cloudy;Yes;16519.9
2023-10-06;Produit_B;Rabat;54;81.95;43.12;1;547;2592;3.1;Sunny;No;4425.46
2023-10-07;Produit_C;Tanger;266;26.54;28.39;1;469;4837;3.1;Cloudy;No;7058.5
2023-10-08;Produit_D;Rabat;286;16.65;34.89;0;144;1607;2.7;Sunny;No;4761.98
2023-10-09;Produit_E;Tanger;173;88.9;27.24;0;392;3699;2.1;Cloudy;No;15379.99
2023-10-10;Produit_A;Rabat;223;44.15;13.86;1;677;4273;1.6;Sunny;Yes;9845.3
2023-10-11;Produit_B;Tanger;198;88.98;12.09;1;105;4774;3.7;Cloudy;No;17617.05
2023-10-12;Produit_C;Rabat;199;89.68;44.52;1;666;2406;2.7;Sunny;No;17847.09
2023-10-13;Produit_D;Tanger;111;13.59;16.64;0;394;3460;2.0;Cloudy;No;1508.97
2023-10-14;Produit_E;Rabat;299;67.72;32.87;1;540;4876;2.0;Sunny;No;20248.79
2023-10-15;Produit_A;Tanger;233;50.18;16.38;1;431;4668;3.9;Cloudy;Yes;11692.25
2023-10-16;Produit_B;Rabat;203;64.87;19.04;1;932;3016;1.8;Sunny;No;13168.9
2023-10-17;Produit_C;Tanger;177;85.53;34.17;1;634;3119;3.3;Cloudy;No;15139.68
2023-10-18;Produit_D;Rabat;181;67.98;31.91;1;180;4400;2.0;Sunny;No;12303.61
2023-10-19;Produit_E;Tanger;107;70.9;49.15;1;886;2368;3.5;Cloudy;No;7585.8
2023-10-20;Produit_A;Rabat;80;31.85;48.92;0;664;4168;1.9;Sunny;Yes;2547.99
2023-10-21;Produit_B;Tanger;242;45.04;23.54;0;298;4642;1.1;Cloudy;No;10898.9
2023-10-22;Produit_C;Rabat;258;48.47;48.13;1;478;4166;3.7;Sunny;No;12504.06
2023-10-23;Produit_D;Tanger;175;70.64;19.54;1;588;1237;1.1;Cloudy;No;12361.19
2023-10-24;Produit_E;Rabat;217;92.42;45.5;1;857;2673;3.8;Sunny;No;20055.87
2023-10-25;Produit_A;Tanger;95;11.09;19.66;1;976;1629;2.1;Cloudy;Yes;1053.64
2023-10-26;Produit_B;Rabat;174;24.55;23.05;0;366;1076;2.1;Sunny;No;4272.48
2023-10-27;Produit_C;Tanger;112;94.84;16.29;1;962;4672;3.0;Cloudy;No;10622.52
2023-10-28;Produit_D;Rabat;120;82.54;32.93;0;181;3437;2.2;Sunny;No;9904.34
2023-10-29;Produit_E;Tanger;112;41.02;7.62;0;1000;1437;1.8;Cloudy;No;4594.74
2023-10-30;Produit_A;Rabat;216;77.12;16.72;1;868;1318;4.8;Sunny;Yes;16657.44
2023-10-31;Produit_B;Tanger;223;81.74;48.41;1;826;2685;2.9;Cloudy;No;18228.44
2023-11-01;Produit_B;Tanger;202;13.3;37.72;0;512;2187;2.5;Cloudy;No;2686.69
2023-11-02;Produit_C;Rabat;171;65.99;14.71;0;809;2016;2.7;Sunny;No;11283.78
2023-11-03;Produit_D;Tanger;118;21.9;11.13;0;317;2052;4.8;Cloudy;No;2583.86
2023-11-04;Produit_E;Rabat;292;21.4;7.09;0;663;3275;3.1;Sunny;No;6250.02
2023-11-05;Produit_A;Tanger;184;54.9;43.2;0;475;4430;2.0;Cloudy;Yes;10102.48
2023-11-06;Produit_B;Rabat;50;38.44;26.7;1;177;1799;1.1;Sunny;No;1922.03
2023-11-07;Produit_C;Tanger;185;38.3;40.16;0;555;2531;3.2;Cloudy;No;7085.72
2023-11-08;Produit_D;Rabat;145;21.05;24.2;1;666;3977;4.3;Sunny;No;3052.53
2023-11-09;Produit_E;Tanger;196;63.56;22.46;0;290;3699;2.4;Cloudy;No;12457.46
2023-11-10;Produit_A;Rabat;182;70.97;8.28;1;836;2575;3.0;Sunny;Yes;12916.31
2023-11-11;Produit_B;Tanger;88;19.31;18.68;1;551;1883;4.1;Cloudy;No;1699.13
2023-11-12;Produit_C;Rabat;233;52.11;44.28;1;141;1467;1.4;Sunny;No;12141.97
2023-11-13;Produit_D;Tanger;213;80.32;10.87;0;911;1150;2.7;Cloudy;No;17109.18
2023-11-14;Produit_E;Rabat;164;76.28;39.51;0;648;2261;2.5;Sunny;No;12509.95
2023-11-15;Produit_A;Tanger;255;16.59;19.0;0;896;1902;4.1;Cloudy;Yes;4230.22
2023-11-16;Produit_B;Rabat;208;48.9;19.53;0;151;2337;3.6;Sunny;No;10170.2
2023-11-17;Produit_C;Tanger;241;21.17;28.77;1;752;4099;2.3;Cloudy;No;5103.13
2023-11-18;Produit_D;Rabat;112;90.31;47.3;0;365;4151;1.0;Sunny;No;10114.36
2023-11-19;Produit_E;Tanger;296;14.18;33.49;0;793;4236;3.0;Cloudy;No;4198.35
2023-11-20;Produit_A;Rabat;71;71.85;16.92;0;822;4303;3.9;Sunny;Yes;5101.08
2023-11-21;Produit_B;Tanger;208;42.6;10.22;1;335;2423;3.9;Cloudy;No;8861.09
2023-11-22;Produit_C;Rabat;117;49.09;46.7;1;727;3063;3.6;Sunny;No;5743.06
2023-11-23;Produit_D;Tanger;162;57.04;34.42;0;425;1279;4.2;Cloudy;No;9240.5
2023-11-24;Produit_E;Rabat;273;27.37;42.88;0;150;1879;2.2;Sunny;No;7472.6
2023-11-25;Produit_A;Tanger;283;20.32;30.05;1;686;1998;3.7;Cloudy;Yes;5749.66
2023-11-26;Produit_B;Rabat;66;24.47;32.46;1;800;3671;3.8;Sunny;No;1615.2
2023-11-27;Produit_C;Tanger;285;54.46;30.95;0;977;3773;2.5;Cloudy;No;15521.77
2023-11-28;Produit_D;Rabat;95;48.57;17.18;0;866;2791;3.4;Sunny;No;4613.68
2023-11-29;Produit_E;Tanger;217;61.7;35.35;1;697;4603;2.8;Cloudy;No;13388.74
2023-11-30;Produit_A;Rabat;115;95.81;19.63;1;431;2387;1.4;Sunny;Yes;11017.75
2023-12-01;Produit_B;Tanger;52;75.14;15.42;1;538;2805;2.2;Cloudy;No;3907.27
2023-12-02;Produit_C;Rabat;157;53.33;41.69;1;788;3804;2.4;Sunny;No;8372.42
2023-12-03;Produit_D;Tanger;87;93.54;42.41;1;252;4143;1.4;Cloudy;No;8138.01
2023-12-04;Produit_E;Rabat;167;85.57;28.28;0;984;3162;3.5;Sunny;No;14289.52
2023-12-05;Produit_A;Tanger;74;55.55;8.55;0;344;3581;4.0;Cloudy;Yes;4111.01
2023-12-06;Produit_B;Rabat;254;42.67;24.41;0;924;4729;4.9;Sunny;No;10838.64
2023-12-07;Produit_C;Tanger;275;84.82;49.02;0;686;3974;2.9;Cloudy;No;23326.45
2023-12-08;Produit_D;Rabat;244;99.46;18.15;0;202;4566;3.3;Sunny;No;24269.15
2023-12-09;Produit_E;Tanger;124;30.88;29.38;1;714;3139;3.7;Cloudy;No;3829.05
2023-12-10;Produit_A;Rabat;126;26.51;13.76;0;390;4662;2.3;Sunny;Yes;3339.98
2023-12-11;Produit_B;Tanger;71;92.29;46.84;0;862;3888;4.5;Cloudy;No;6552.36
2023-12-12;Produit_C;Rabat;231;34.34;40.83;0;541;4145;4.3;Sunny;No;7933.31
2023-12-13;Produit_D;Tanger;80;93.83;9.73;0;661;4551;3.9;Cloudy;No;7506.08
2023-12-14;Produit_E;Rabat;282;52.15;10.28;0;946;4349;3.3;Sunny;No;14707.67
2023-12-15;Produit_A;Tanger;61;74.74;19.54;1;107;2614;4.5;Cloudy;Yes;4559.12
2023-12-16;Produit_B;Rabat;262;99.63;26.86;0;291;4303;2.8;Sunny;No;26103.17
2023-12-17;Produit_C;Tanger;208;30.25;18.53;1;967;3929;1.3;Cloudy;No;6291.66
2023-12-18;Produit_D;Rabat;235;80.2;5.58;0;213;2328;4.2;Sunny;No;18846.8
2023-12-19;Produit_E;Tanger;297;50.89;22.45;0;211;2103;2.9;Cloudy;No;15114.06
2023-12-20;Produit_A;Rabat;101;22.79;14.7;0;976;1841;2.5;Sunny;Yes;2301.54
2023-12-21;Produit_B;Tanger;260;77.31;25.18;0;890;1765;2.6;Cloudy;No;20100.28
2023-12-22;Produit_C;Rabat;115;32.81;13.16;1;990;2101;3.2;Sunny;No;3772.99
2023-12-23;Produit_D;Tanger;245;57.22;41.79;0;445;4874;2.5;Cloudy;No;14019.6
2023-12-24;Produit_E;Rabat;98;69.78;27.01;1;836;3281;3.9;Sunny;No;6838.52
2023-12-25;Produit_A;Tanger;67;68.86;17.45;0;191;1492;2.8;Cloudy;Yes;4613.91
2023-12-26;Produit_B;Rabat;66;73.61;18.38;1;864;2246;2.5;Sunny;No;4858.3
2023-12-27;Produit_C;Tanger;281;99.14;27.01;1;284;1860;4.0;Cloudy;No;27858.76
2023-12-28;Produit_D;Rabat;156;71.57;43.46;0;333;1112;1.2;Sunny;No;11165.1
2023-12-29;Produit_E;Tanger;81;89.67;34.58;1;712;4595;3.3;Cloudy;No;7263.15
2023-12-30;Produit_A;Rabat;59;75.59;24.1;1;943;2944;4.4;Sunny;Yes;4459.79
2023-12-31;Produit_B;Tanger;99;70.83;8.53;0;310;1405;2.0;Cloudy;No;7012.25
2024-01-01;Produit_B;Tanger;144;82.93;20.18;1;942;4901;1.5;Cloudy;No;11942.09
2024-01-02;Produit_C;Rabat;188;41.49;49.2;1;521;3716;2.3;Sunny;No;7800.59
